cntry,gndr,agea,atncrse,bthcld,eisced_grouped,happy,eisced,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
PT,Mujer,70,Sí,Sí,ISCED 1-4,1,2,2,6,1,1,2,3,2,3,2,4,2,1,6,1,5,2,5,1,2,1,2
PT,Mujer,69,No,Sí,ISCED 1-4,3,2,3,6,1,5,1,4,5,6,2,4,1,1,4,1,6,3,3,1,1,1,6
PT,Hombre,21,Sí,No,ISCED 1-4,3,4,3,3,2,4,2,3,4,2,2,4,3,2,3,2,3,3,4,3,2,4,3
PT,Hombre,59,No,Sí,ISCED 1-4,8,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1
PT,Mujer,37,No,Sí,ISCED 7,3,7,4,4,3,3,3,3,4,4,3,3,3,3,4,3,5,4,3,3,4,3,4
PT,Mujer,40,Sí,Sí,ISCED 7,3,7,3,5,2,2,2,4,6,2,2,2,2,1,3,2,4,5,6,1,2,5,3
PT,Hombre,29,Sí,No,ISCED 7,2,7,2,2,3,1,2,2,5,1,6,1,2,4,1,3,1,2,1,1,2,3,5
PT,Mujer,38,Sí,No,ISCED 7,4,7,2,6,2,3,3,3,5,2,3,2,1,1,3,1,5,5,1,1,1,4,2
PT,Mujer,52,No,Sí,ISCED 1-4,3,2,1,5,2,4,4,3,4,2,3,2,2,2,4,3,4,4,5,2,2,4,4
PT,Mujer,70,No,Sí,ISCED 1-4,4,1,3,4,1,2,2,2,1,3,1,2,3,1,2,2,4,1,2,3,2,1,2
PT,Mujer,19,Sí,No,ISCED 1-4,3,4,2,5,3,3,4,3,4,2,2,4,2,2,4,2,3,5,5,1,1,4,3
PT,Mujer,44,Sí,Sí,ISCED 1-4,3,4,4,3,2,4,2,4,3,2,2,2,2,2,3,3,5,2,2,2,2,2,2
PT,Hombre,59,No,Sí,ISCED 1-4,6,1,3,5,3,3,3,3,3,3,3,3,3,2,4,2,2,2,2,2,2,2,2
PT,Hombre,42,No,Sí,ISCED 1-4,3,4,3,3,4,3,4,3,3,3,3,4,2,2,4,4,3,4,3,2,3,4,3
PT,Hombre,78,No,No,ISCED 1-4,1,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,6,3,3,3,3,3,3
PT,Mujer,43,Sí,Sí,ISCED 1-4,4,4,2,4,1,1,2,3,4,3,3,2,1,2,1,3,5,3,3,2,1,1,4
PT,Mujer,45,Sí,Sí,ISCED 7,1,7,1,3,1,5,6,2,2,1,5,3,1,3,4,5,3,6,1,1,1,6,1
PT,Hombre,47,No,No,ISCED 1-4,4,4,2,6,1,4,3,1,3,3,1,3,1,1,3,1,3,2,4,1,1,1,3
PT,Hombre,53,No,Sí,ISCED 1-4,1,1,2,5,1,5,1,1,4,2,1,1,1,1,1,5,6,1,1,1,1,1,1
PT,Hombre,75,No,Sí,ISCED 1-4,3,1,2,5,1,4,2,5,3,2,1,4,1,1,5,3,5,3,3,2,2,1,5
PT,Mujer,49,No,Sí,ISCED 1-4,4,4,4,5,2,3,2,3,4,2,3,4,2,2,4,2,5,5,3,2,2,5,4
PT,Mujer,51,Sí,No,ISCED 1-4,2,4,2,5,1,2,3,3,6,2,5,3,1,2,1,2,4,5,2,1,2,2,3
PT,Hombre,44,Sí,Sí,ISCED 7,2,7,1,1,1,3,1,1,1,1,3,1,1,2,1,1,1,3,1,1,1,2,1
PT,Mujer,73,No,No,ISCED 1-4,11,1,3,5,3,5,4,5,6,5,3,5,1,3,5,3,5,5,3,3,3,5,5
PT,Mujer,75,No,Sí,ISCED 1-4,1,1,2,5,1,1,2,3,1,1,2,1,1,1,2,2,1,1,2,1,4,3,5
PT,Mujer,69,No,Sí,ISCED 1-4,3,1,1,6,3,3,3,3,1,4,3,4,4,3,3,3,5,3,3,3,3,3,3
PT,Hombre,37,Sí,Sí,ISCED 6,4,6,2,5,2,2,3,2,4,2,2,2,2,2,2,4,3,4,4,2,2,3,2
PT,Hombre,41,Sí,Sí,ISCED 7,4,7,1,4,1,2,1,3,1,1,1,2,2,1,1,2,3,1,2,1,2,3,2
PT,Mujer,32,No,Sí,ISCED 1-4,1,4,1,5,1,5,2,5,1,1,1,1,1,2,6,1,6,2,5,1,2,1,2
PT,Hombre,28,No,No,ISCED 1-4,3,4,3,5,3,5,3,4,5,3,3,3,3,3,3,3,4,3,3,3,3,3,3
PT,Hombre,25,Sí,Sí,ISCED 1-4,4,2,3,3,2,2,5,3,3,5,4,3,2,3,2,4,2,5,2,2,4,5,3
PT,Mujer,54,No,Sí,ISCED 1-4,3,1,2,5,2,2,3,2,2,3,2,3,2,2,3,2,4,2,5,3,2,3,2
PT,Mujer,57,No,Sí,ISCED 1-4,3,2,2,5,2,2,2,2,5,2,2,2,1,1,3,2,4,1,1,2,1,2,2
PT,Mujer,25,Sí,No,ISCED 5,5,5,3,5,2,4,2,5,4,4,4,3,4,2,3,2,5,4,4,2,1,4,3
PT,Hombre,36,No,No,ISCED 1-4,3,4,3,5,3,3,1,5,4,4,2,3,2,3,3,3,4,3,4,2,3,2,3
PT,Hombre,56,No,Sí,ISCED 1-4,4,2,3,6,1,6,3,6,3,3,1,3,1,3,3,3,6,1,1,1,1,1,3
PT,Mujer,78,No,Sí,ISCED 1-4,1,1,1,6,1,1,1,4,4,2,1,2,1,1,2,1,6,1,1,1,1,1,3
PT,Mujer,44,No,Sí,ISCED 1-4,1,1,1,5,4,3,4,6,2,2,1,2,1,1,3,4,5,3,4,3,4,2,5
PT,Mujer,41,Sí,Sí,ISCED 1-4,4,4,4,6,3,1,3,4,2,3,1,3,1,1,1,1,4,6,2,1,1,1,2
PT,Hombre,53,Sí,Sí,ISCED 6,3,6,2,5,2,5,1,4,5,3,3,3,3,2,3,2,5,3,4,2,2,2,3
PT,Hombre,81,No,Sí,ISCED 1-4,1,1,3,5,3,2,2,5,2,2,3,4,3,5,3,3,6,3,2,2,2,3,5
PT,Mujer,69,No,No,ISCED 1-4,4,4,3,5,3,3,4,4,5,4,4,4,3,2,3,3,5,3,4,3,3,4,5
PT,Hombre,75,No,Sí,ISCED 1-4,1,1,3,4,3,4,2,5,4,4,2,3,1,3,3,2,5,2,2,1,2,3,4
PT,Mujer,67,No,Sí,ISCED 1-4,3,2,2,5,1,2,3,3,6,3,3,3,2,3,4,5,3,1,3,1,1,1,4
PT,Mujer,49,Sí,Sí,ISCED 1-4,1,2,2,6,2,5,5,2,1,1,1,1,2,1,4,2,5,5,5,1,1,1,1
PT,Hombre,76,No,Sí,ISCED 1-4,3,1,2,5,2,3,3,2,3,4,3,2,3,3,3,2,5,3,5,2,2,2,3
PT,Mujer,58,No,Sí,ISCED 1-4,6,1,2,5,1,3,1,4,3,2,1,5,2,1,5,3,5,1,2,3,2,2,4
PT,Mujer,79,No,Sí,ISCED 1-4,3,1,3,6,2,3,1,1,6,3,3,3,3,3,5,3,3,3,3,2,3,2,3
PT,Hombre,19,No,No,ISCED 1-4,2,4,2,3,3,2,2,3,4,4,3,2,3,3,2,2,3,3,2,2,1,3,2
PT,Hombre,45,Sí,No,ISCED 1-4,5,4,3,4,3,4,3,3,4,3,4,3,3,3,4,3,4,4,5,2,2,3,3
PT,Hombre,19,No,No,ISCED 1-4,1,4,3,5,1,3,3,1,1,1,1,1,1,3,3,1,5,6,4,1,1,6,1
PT,Mujer,41,No,Sí,ISCED 6,6,6,3,4,3,3,3,4,4,3,5,3,3,3,3,5,5,5,5,3,3,4,3
PT,Mujer,67,No,Sí,ISCED 1-4,5,1,1,5,3,5,3,4,5,2,3,4,3,3,4,3,4,4,6,2,3,2,3
PT,Hombre,40,No,Sí,ISCED 1-4,1,4,3,3,3,3,3,2,5,2,1,2,2,1,1,2,2,2,2,1,1,1,1
PT,Hombre,53,Sí,No,ISCED 1-4,5,4,2,4,3,2,2,4,6,3,3,2,1,3,2,2,2,5,4,2,3,3,2
PT,Mujer,25,Sí,No,ISCED 1-4,3,4,2,5,3,2,2,2,3,1,1,1,1,2,2,3,3,4,4,4,3,4,3
PT,Mujer,75,No,Sí,ISCED 1-4,3,1,2,5,3,3,3,5,3,5,3,4,4,3,5,3,5,5,6,3,3,3,4
PT,Mujer,66,No,No,ISCED 1-4,3,1,3,5,3,3,3,3,5,2,3,2,3,2,3,2,5,5,5,3,3,2,3
PT,Mujer,54,Sí,Sí,ISCED 1-4,3,2,1,5,2,4,2,2,5,2,1,1,1,1,5,2,5,1,3,1,3,4,5
PT,Mujer,41,Sí,Sí,ISCED 7,3,7,4,5,3,3,2,3,6,2,3,2,1,2,2,2,3,5,3,2,2,5,2
PT,Mujer,74,No,Sí,ISCED 1-4,3,1,2,5,1,5,3,2,5,3,3,4,1,3,3,2,5,3,2,1,2,3,3
PT,Hombre,72,No,Sí,ISCED 6,6,6,2,5,1,5,1,4,3,1,1,1,1,2,6,1,5,1,4,1,1,5,4
PT,Mujer,66,Sí,Sí,ISCED 1-4,6,1,2,5,2,4,3,2,4,3,2,2,2,2,2,3,4,5,4,2,2,3,2
PT,Hombre,33,No,No,ISCED 1-4,2,2,3,5,3,3,4,1,3,3,3,2,1,3,2,4,1,5,3,1,2,4,1
PT,Hombre,65,No,No,ISCED 1-4,2,2,2,6,1,1,2,4,2,1,2,2,4,3,3,3,6,5,3,2,3,2,3
PT,Hombre,79,No,Sí,ISCED 1-4,2,1,3,5,1,5,2,4,5,5,3,2,3,2,2,2,6,4,3,2,3,2,2
PT,Hombre,57,No,Sí,ISCED 1-4,5,4,3,5,1,5,3,3,3,3,3,3,1,1,5,3,4,3,3,3,3,5,4
PT,Mujer,82,No,Sí,ISCED 1-4,3,1,3,6,2,3,2,5,3,3,3,3,4,2,4,2,6,3,6,2,2,1,5
PT,Mujer,76,No,Sí,ISCED 1-4,11,1,4,5,3,5,3,5,3,3,2,5,3,2,5,3,6,3,3,3,3,3,5
PT,Mujer,73,No,Sí,ISCED 1-4,4,1,2,5,1,5,2,2,5,2,1,1,1,1,5,2,5,2,2,1,1,1,2
PT,Hombre,58,Sí,Sí,ISCED 1-4,2,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1
PT,Mujer,70,No,Sí,ISCED 1-4,6,1,2,4,3,1,1,1,2,3,1,3,3,1,4,4,4,3,3,1,1,3,1
PT,Hombre,19,Sí,No,ISCED 1-4,3,4,2,5,3,3,1,4,6,2,4,3,1,2,2,4,4,2,5,2,3,3,2
PT,Mujer,54,Sí,No,ISCED 7,3,7,2,5,1,4,3,4,4,2,2,2,2,2,5,4,5,5,5,2,2,4,4
PT,Hombre,66,No,Sí,ISCED 1-4,6,4,2,5,2,4,5,4,6,3,3,1,3,3,2,3,4,5,5,2,1,4,2
PT,Hombre,37,No,Sí,ISCED 1-4,3,4,1,4,1,3,3,3,5,3,4,3,1,1,1,4,1,5,4,1,1,5,2
PT,Mujer,50,No,Sí,ISCED 1-4,4,2,3,6,1,3,3,5,3,3,2,4,3,2,2,1,5,3,3,2,2,4,4
PT,Mujer,76,No,Sí,ISCED 1-4,4,1,2,5,2,4,1,5,6,2,1,1,5,1,2,1,5,2,2,1,3,3,5
PT,Hombre,39,No,No,ISCED 6,4,6,4,4,3,4,3,4,4,2,3,3,2,3,4,3,5,4,3,3,3,4,3
PT,Mujer,72,No,Sí,ISCED 1-4,3,1,3,4,2,3,2,3,3,3,2,2,2,3,3,3,4,3,5,3,3,3,3
PT,Mujer,20,Sí,No,ISCED 1-4,3,4,3,5,4,4,2,3,4,2,3,3,3,3,3,2,4,3,4,3,2,4,3
PT,Hombre,67,No,Sí,ISCED 1-4,5,1,3,6,6,2,2,3,3,5,2,3,3,3,3,3,3,3,3,3,3,3,3
PT,Hombre,74,No,Sí,ISCED 7,6,7,1,5,2,5,2,3,5,3,3,2,2,2,1,1,5,5,5,1,2,4,2
PT,Hombre,35,No,Sí,ISCED 1-4,4,4,3,5,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PT,Mujer,53,No,Sí,ISCED 1-4,1,1,2,5,1,2,2,1,2,1,1,1,1,1,2,1,2,3,3,1,1,3,2
PT,Mujer,59,No,Sí,ISCED 6,3,6,2,5,2,4,3,3,5,3,5,3,3,3,6,3,4,5,4,2,2,5,3
PT,Mujer,73,No,Sí,ISCED 1-4,2,1,1,6,1,1,1,3,3,2,1,1,1,1,3,1,4,2,1,1,1,1,1
PT,Mujer,37,Sí,Sí,ISCED 7,1,7,1,6,1,2,4,3,4,2,1,2,1,1,2,2,4,4,5,1,1,5,3
PT,Hombre,65,No,Sí,ISCED 1-4,3,2,2,5,2,4,2,3,2,1,1,3,3,1,3,1,2,1,1,1,2,1,1
PT,Hombre,73,No,Sí,ISCED 1-4,3,1,1,4,3,2,1,3,2,5,1,5,1,1,1,1,5,2,5,1,2,1,5
PT,Mujer,72,No,Sí,ISCED 1-4,6,1,3,6,1,5,2,6,2,2,1,5,2,1,5,2,6,4,5,1,2,2,5
PT,Hombre,38,Sí,Sí,ISCED 1-4,4,4,2,5,3,2,2,1,4,2,2,3,1,2,3,3,4,3,5,2,2,1,4
PT,Mujer,39,Sí,Sí,ISCED 7,3,7,3,5,2,3,2,4,3,2,2,3,1,1,4,2,5,4,3,2,2,6,4
PT,Mujer,27,No,No,ISCED 5,3,5,1,3,1,1,1,1,4,2,3,1,1,1,1,2,1,3,2,1,1,3,1
PT,Mujer,15,No,No,ISCED 1-4,2,2,3,4,4,4,3,4,5,6,5,1,1,4,4,2,2,4,1,1,5,3,3
PT,Hombre,74,No,Sí,ISCED 1-4,3,2,2,5,2,4,2,4,2,3,3,3,3,2,4,3,5,2,4,1,2,2,4
PT,Mujer,63,No,No,ISCED 1-4,3,1,2,4,2,2,3,3,3,3,3,3,3,3,3,4,4,3,3,2,2,2,2
PT,Mujer,42,No,Sí,ISCED 1-4,6,4,1,6,1,4,1,1,6,1,1,1,1,1,4,1,1,1,6,1,1,6,1
PT,Hombre,52,Sí,Sí,ISCED 1-4,1,4,2,5,3,2,2,3,5,1,2,2,3,1,3,2,5,5,5,1,3,2,1
PT,Hombre,76,Sí,Sí,ISCED 1-4,4,4,3,5,4,5,4,3,3,4,4,3,4,3,4,3,5,5,4,3,4,2,4
PT,Hombre,61,No,Sí,ISCED 1-4,3,1,4,6,2,3,2,4,5,2,2,2,3,2,3,2,5,5,5,2,2,3,4
PT,Mujer,66,Sí,No,ISCED 7,3,7,2,5,3,5,4,2,3,3,6,3,2,2,5,3,4,6,4,2,2,5,4
PT,Mujer,35,Sí,Sí,ISCED 1-4,5,4,4,6,2,3,2,2,4,2,2,3,2,2,4,2,4,5,5,2,2,4,3
PT,Hombre,42,Sí,Sí,ISCED 5,7,5,3,4,2,4,6,3,4,2,2,3,2,2,4,3,1,3,5,3,3,4,3
PT,Mujer,23,No,No,ISCED 5,3,5,4,5,2,3,1,2,3,2,1,2,2,2,2,2,3,4,3,2,2,2,2
PT,Hombre,51,No,Sí,ISCED 1-4,4,4,4,6,1,3,2,3,5,1,2,2,2,2,3,3,4,4,5,1,1,3,2
PT,Hombre,30,Sí,No,ISCED 7,6,7,2,5,2,4,2,4,3,2,2,2,2,2,4,2,4,3,5,1,2,3,3
PT,Mujer,74,No,Sí,ISCED 1-4,3,1,3,6,1,2,1,6,1,5,1,3,2,1,5,1,5,1,2,1,1,1,5
PT,Hombre,70,No,Sí,ISCED 7,2,7,1,5,1,1,1,1,6,1,1,1,1,1,4,1,1,6,6,1,1,5,1
PT,Mujer,32,No,No,ISCED 6,4,6,2,5,1,5,2,1,4,1,5,2,1,3,2,2,5,5,2,1,1,5,1
PT,Hombre,78,No,Sí,ISCED 1-4,3,2,4,5,3,4,2,5,3,4,3,3,4,3,3,2,5,2,3,3,3,3,4
PT,Hombre,46,Sí,Sí,ISCED 1-4,3,1,2,5,2,3,2,5,6,3,1,2,2,2,3,1,4,2,5,2,2,2,3
PT,Hombre,49,Sí,Sí,ISCED 1-4,2,4,5,6,1,1,1,5,4,3,4,2,1,1,1,1,5,4,2,1,2,2,2
PT,Hombre,42,Sí,Sí,ISCED 1-4,3,2,3,3,1,2,3,3,4,3,3,2,1,2,2,3,3,4,5,3,2,4,1
PT,Mujer,74,No,Sí,ISCED 1-4,5,1,6,5,1,5,3,6,4,3,1,5,3,2,5,3,6,4,4,1,4,3,6
PT,Hombre,83,No,Sí,ISCED 1-4,6,1,2,5,2,4,2,5,2,2,2,5,2,2,4,2,6,2,2,2,2,2,6
PT,Hombre,70,No,Sí,ISCED 1-4,3,1,3,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2
PT,Mujer,29,No,Sí,ISCED 1-4,3,4,1,6,1,2,1,1,5,3,3,3,3,3,4,3,6,3,5,3,3,3,6
PT,Hombre,65,No,Sí,ISCED 1-4,6,1,6,6,1,2,2,5,2,5,3,4,3,2,2,3,3,3,2,2,2,2,2
PT,Mujer,17,No,No,ISCED 1-4,5,2,3,4,3,4,3,2,5,4,3,3,2,1,2,3,2,5,2,1,4,3,1
PT,Hombre,83,No,Sí,ISCED 1-4,4,1,3,5,3,2,2,3,2,2,2,3,3,2,2,2,4,3,3,2,2,2,3
PT,Mujer,38,Sí,Sí,ISCED 1-4,3,4,2,4,2,4,2,5,4,3,2,2,2,2,3,2,5,3,2,2,2,3,3
PT,Hombre,64,No,Sí,ISCED 1-4,3,4,4,5,2,5,4,5,2,2,3,3,2,3,5,2,5,3,5,2,2,4,4
PT,Hombre,48,Sí,No,ISCED 1-4,6,1,1,6,2,3,3,4,5,5,4,3,2,3,4,3,5,5,5,2,3,5,4
PT,Mujer,48,No,Sí,ISCED 7,2,7,2,6,1,5,3,4,3,3,1,3,3,2,3,3,6,2,4,1,3,3,4
PT,Mujer,42,No,No,ISCED 6,5,6,3,3,5,2,3,3,4,4,3,3,3,2,3,3,5,4,3,3,3,2,2
PT,Mujer,53,No,Sí,ISCED 1-4,7,2,4,5,2,4,4,5,5,5,2,2,4,3,5,4,4,3,4,3,3,3,2
PT,Hombre,37,No,Sí,ISCED 1-4,1,2,3,6,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3
PT,Hombre,87,No,Sí,ISCED 5,11,5,2,4,1,5,3,4,5,3,1,3,3,3,4,4,5,3,2,3,4,4,3
PT,Mujer,43,No,Sí,ISCED 1-4,2,1,4,5,1,2,2,3,4,3,2,4,3,2,2,3,5,1,4,2,3,3,5
PT,Mujer,70,No,No,ISCED 1-4,2,1,3,6,3,5,3,5,5,4,1,5,1,3,3,4,6,2,2,3,2,1,5
PT,Hombre,67,Sí,No,ISCED 6,5,6,4,6,4,5,4,3,5,3,3,3,3,3,5,3,5,5,5,3,3,3,3
PT,Mujer,48,Sí,Sí,ISCED 7,3,7,2,5,2,1,3,5,5,2,4,2,1,1,2,2,5,3,1,1,1,1,1
PT,Hombre,57,No,Sí,ISCED 1-4,4,1,4,4,2,4,3,4,3,4,5,3,2,3,4,3,2,2,2,1,5,5,5
PT,Hombre,58,No,Sí,ISCED 1-4,5,1,3,5,3,2,1,2,5,3,3,3,1,1,2,1,4,3,3,2,4,5,4
PT,Mujer,28,Sí,No,ISCED 6,3,6,4,6,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,1,3,3,3
PT,Hombre,71,No,Sí,ISCED 1-4,6,2,1,5,2,1,4,2,3,2,1,1,1,2,2,2,4,3,1,1,1,1,1
PT,Mujer,53,Sí,Sí,ISCED 1-4,3,1,3,6,2,4,2,3,3,5,3,2,2,3,3,3,6,4,4,2,2,1,4
PT,Mujer,37,No,Sí,ISCED 1-4,6,1,2,5,2,3,4,3,5,5,3,3,2,2,3,3,3,6,5,2,4,5,4
PT,Hombre,65,No,Sí,ISCED 1-4,9,2,3,5,3,4,3,4,3,3,2,3,2,2,5,4,5,4,4,2,2,4,3
PT,Hombre,73,No,Sí,ISCED 1-4,3,2,4,5,3,4,4,5,4,4,4,4,5,4,4,3,5,4,4,3,3,2,4
PT,Mujer,62,No,Sí,ISCED 1-4,3,2,2,5,2,5,2,2,2,1,2,2,1,2,2,2,5,4,5,1,2,2,2
PT,Mujer,50,No,Sí,ISCED 1-4,1,4,1,5,1,5,1,2,5,1,1,1,4,2,3,1,6,5,4,1,1,1,3
PT,Mujer,33,Sí,Sí,ISCED 6,3,6,1,4,1,3,4,4,6,1,2,2,1,1,1,1,1,5,2,2,2,3,1
PT,Mujer,64,No,Sí,ISCED 1-4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3
PT,Hombre,77,No,Sí,ISCED 1-4,5,1,4,6,3,5,3,4,3,3,3,4,4,2,4,3,6,4,5,3,2,4,6
PT,Mujer,19,Sí,No,ISCED 1-4,4,4,2,4,4,4,3,2,3,3,4,3,1,2,2,2,3,5,3,2,3,4,3
PT,Hombre,43,No,No,ISCED 1-4,3,2,2,5,1,2,1,3,5,1,2,2,2,1,1,2,2,1,5,1,1,4,1
PT,Mujer,27,Sí,No,ISCED 7,4,7,1,5,1,5,3,1,4,2,1,2,2,2,2,2,3,5,5,2,2,5,2
PT,Mujer,38,No,Sí,ISCED 6,1,6,3,5,2,4,2,5,4,3,3,5,3,3,3,3,5,4,3,2,4,2,2
PT,Mujer,46,Sí,Sí,ISCED 1-4,3,2,3,6,3,3,2,2,2,2,1,3,1,1,3,3,6,1,3,2,2,3,3
PT,Hombre,57,Sí,Sí,ISCED 7,3,7,3,5,2,3,2,4,3,2,2,3,3,2,3,3,5,3,3,2,3,4,4
PT,Hombre,51,Sí,Sí,ISCED 1-4,4,1,1,5,1,3,1,4,4,3,3,3,3,4,3,3,1,2,2,1,2,4,1
PT,Mujer,55,Sí,Sí,ISCED 7,6,7,3,5,3,4,4,6,5,4,3,4,2,3,4,3,5,3,3,3,3,4,4
PT,Mujer,66,No,Sí,ISCED 1-4,4,1,4,6,1,1,3,4,2,3,2,4,5,1,4,1,6,3,4,2,3,1,4
PT,Mujer,64,No,Sí,ISCED 1-4,4,2,3,5,2,4,4,4,4,4,3,3,4,3,3,3,4,4,4,2,2,4,4
PT,Hombre,66,No,No,ISCED 1-4,2,1,1,3,3,3,5,2,1,3,1,2,1,3,4,1,4,1,4,1,1,1,4
PT,Mujer,38,Sí,Sí,ISCED 7,2,7,3,5,3,5,3,3,6,3,3,3,3,3,5,4,5,5,4,3,3,4,3
PT,Hombre,53,No,No,ISCED 1-4,1,1,3,5,2,4,4,2,4,4,4,4,4,2,3,4,4,4,4,4,3,3,3
PT,Mujer,48,Sí,Sí,ISCED 1-4,4,4,2,5,2,5,1,4,3,3,2,2,1,2,3,3,5,2,2,1,2,3,3
PT,Mujer,47,No,Sí,ISCED 1-4,4,2,3,4,2,3,1,3,2,2,2,3,2,2,3,1,6,2,3,2,2,3,4
PT,Mujer,68,No,Sí,ISCED 1-4,2,1,2,5,2,3,1,3,5,4,1,4,4,1,1,1,6,1,1,1,1,1,3
PT,Mujer,35,No,Sí,ISCED 1-4,4,2,4,5,2,4,2,4,5,3,3,4,2,2,2,2,5,4,5,2,3,4,4
PT,Mujer,82,No,Sí,ISCED 1-4,3,1,3,4,1,5,1,5,3,1,1,2,1,1,5,1,5,2,2,1,1,1,3
PT,Hombre,75,No,Sí,ISCED 1-4,6,1,3,6,2,3,3,3,5,3,3,3,3,3,3,3,4,3,3,3,3,3,3
PT,Mujer,43,Sí,Sí,ISCED 1-4,5,4,1,6,1,2,1,2,3,2,1,2,1,2,2,1,5,6,4,1,2,3,1
PT,Hombre,74,No,Sí,ISCED 1-4,4,2,3,5,2,4,3,5,4,3,3,3,3,3,4,3,5,4,4,4,2,4,5
PT,Mujer,68,Sí,Sí,ISCED 1-4,4,1,4,6,2,6,5,5,5,1,3,4,2,3,5,3,6,5,5,3,3,6,5
PT,Mujer,64,No,Sí,ISCED 1-4,9,2,3,5,3,5,3,5,3,2,3,1,3,3,5,3,5,3,1,3,3,2,5
PT,Mujer,20,Sí,No,ISCED 1-4,6,4,2,5,1,4,5,2,4,1,3,2,2,3,3,3,2,6,5,1,3,6,1
PT,Hombre,71,No,Sí,ISCED 7,2,7,3,5,5,4,1,5,3,4,4,4,3,5,5,2,5,2,1,3,3,4,5
PT,Mujer,77,No,Sí,ISCED 1-4,5,1,6,6,2,5,3,5,4,4,2,5,2,3,5,3,6,4,5,2,3,3,5
PT,Hombre,38,Sí,Sí,ISCED 7,3,7,3,5,4,5,4,4,5,2,2,3,3,3,5,4,5,4,4,3,4,4,3
PT,Mujer,69,Sí,Sí,ISCED 7,3,7,3,6,3,5,3,4,5,3,4,4,2,1,3,5,5,5,5,2,3,5,5
PT,Hombre,26,Sí,No,ISCED 6,3,6,2,3,2,4,4,3,4,3,3,3,2,3,3,3,2,4,3,3,2,2,3
PT,Mujer,54,No,Sí,ISCED 1-4,1,4,1,5,1,3,5,3,5,4,1,2,1,1,3,4,5,3,6,2,3,2,2
PT,Mujer,19,Sí,No,ISCED 1-4,4,4,1,3,1,2,1,2,4,2,2,1,1,2,3,3,1,2,2,1,2,3,1
PT,Hombre,64,No,Sí,ISCED 1-4,3,1,3,6,4,4,3,4,4,4,4,3,4,4,3,1,6,5,4,3,4,4,3
PT,Hombre,45,No,No,ISCED 1-4,4,4,3,4,4,5,5,4,3,3,4,3,3,3,3,2,5,4,6,3,3,5,4
PT,Mujer,58,No,No,ISCED 1-4,1,1,1,5,3,5,3,3,5,3,3,3,3,3,5,3,5,3,3,3,3,3,5
PT,Mujer,49,Sí,Sí,ISCED 6,5,6,2,5,2,3,3,4,4,3,2,2,4,3,4,4,4,2,4,2,3,3,3
PT,Hombre,72,No,Sí,ISCED 1-4,3,4,3,5,3,4,3,4,4,3,2,3,3,3,3,3,4,4,4,3,3,3,4
PT,Hombre,37,No,Sí,ISCED 5,5,5,2,5,3,3,3,3,5,3,3,5,3,3,4,3,5,4,5,3,3,4,5
PT,Hombre,46,Sí,Sí,ISCED 1-4,5,4,2,5,3,4,4,4,5,3,3,3,2,3,3,2,4,5,4,3,2,2,3
PT,Hombre,35,Sí,No,ISCED 1-4,6,1,2,4,2,3,3,3,5,3,3,3,3,3,3,3,4,4,3,3,2,5,3
PT,Mujer,73,No,Sí,ISCED 1-4,3,1,6,6,4,5,3,5,5,3,2,5,4,2,5,3,5,3,4,1,2,3,6
PT,Mujer,34,No,Sí,ISCED 6,3,6,2,5,2,1,3,2,3,2,1,2,1,2,1,2,3,3,1,1,2,3,1
PT,Mujer,65,No,Sí,ISCED 1-4,1,1,2,5,1,5,4,3,6,4,1,3,4,3,1,1,6,5,6,3,1,3,2
PT,Mujer,27,Sí,No,ISCED 1-4,3,4,3,5,3,3,4,3,3,3,3,3,4,3,3,3,5,4,3,3,4,4,3
PT,Mujer,76,No,No,ISCED 5,8,5,2,5,3,3,3,3,3,3,3,3,3,3,3,3,5,2,3,3,3,3,5
PT,Mujer,72,No,Sí,ISCED 1-4,7,1,3,6,1,4,3,3,4,2,3,3,3,4,4,4,6,4,4,2,2,2,5
PT,Mujer,18,Sí,No,ISCED 1-4,3,2,3,5,2,4,2,1,4,4,4,2,1,2,3,2,3,2,2,1,1,3,1
PT,Hombre,52,Sí,Sí,ISCED 1-4,3,4,3,5,2,4,3,4,5,1,4,1,1,3,3,3,1,3,2,1,1,2,1
PT,Hombre,23,No,No,ISCED 1-4,3,4,4,5,1,4,2,5,3,2,4,2,1,1,3,3,4,3,3,1,3,3,2
PT,Hombre,75,No,Sí,ISCED 1-4,5,1,1,5,1,4,1,5,2,2,1,2,3,1,3,1,5,1,2,1,2,3,2
